Error_Code;Error_Start_Time;Error_End_Time;message;Duration;device
5045;2024-04-02 12:35:56.66;2024-04-02 12:35:56.94;SIS Yaw HydBrRelSV5 Failure;0.279999971389771;E9
5169;2024-04-02 12:35:56.66;2024-04-02 14:40:19.68;SIS ROTB Input Passivated OpC PreAlarm;7463.01999998093;E9
1354;2024-04-02 12:35:56.66;2024-04-02 14:40:19.68;LPR Nacelle 400V Warn;7463.01999998093;E9
97;2024-04-02 12:35:56.7;2024-04-02 12:35:56.94;SIS Remote Safety-Reset Required;0.240000009536743;E9
99;2024-04-02 12:35:56.7;2024-04-02 14:39:57;HMI SIS Manual start req. after SIS alarm;7440.29999995232;E9
5184;2024-04-02 12:35:56.7;2024-04-02 12:35:56.94;SIS Yaw HydBrPr Invalid OpC PreAlarm;0.240000009536743;E9
1216;2024-04-02 12:35:56.78;2024-04-02 12:35:56.94;PLC Fan module not connected;0.160000085830688;E9
342;2024-04-02 12:35:56.82;2024-04-02 14:40:19.68;LVL InsulatMonitor Stop undelayed;7462.86000013351;E9
347;2024-04-02 12:35:56.82;2024-04-02 12:35:56.86;LVL InsulatMonitor Warn;0.0399999618530273;E9
761;2024-04-02 12:35:56.82;2024-04-02 14:40:19.68;Yaw HydAccuPress CableBreak;7462.86000013351;E9
5071;2024-04-02 12:35:56.9;2024-04-02 14:40:19.68;PIT SIS Inputs Passivated;7462.77999997139;E9
5105;2024-04-02 12:35:56.9;2024-04-02 14:39:57;SIS IO-Module IN YawBox Passivated;7440.09999990463;E9
5083;2024-04-02 12:35:56.9;2024-04-02 14:40:13.36;PIT 1 SIS SafetyRunOutput Passivated;7456.45999979973;E9
5084;2024-04-02 12:35:56.9;2024-04-02 14:40:13.36;PIT 2 SIS SafetyRunOutput Passivated;7456.45999979973;E9
5085;2024-04-02 12:35:56.9;2024-04-02 14:40:13.36;PIT 3 SIS SafetyRunOutput Passivated;7456.45999979973;E9
5107;2024-04-02 12:35:56.9;2024-04-02 14:40:13.36;AIS SIS Outputs Passivated;7456.45999979973;E9
5103;2024-04-02 12:35:56.9;2024-04-02 14:39:57;SIS IO-Module IN CB Passivated;7440.09999990463;E9
5108;2024-04-02 12:35:56.9;2024-04-02 14:40:13.44;FPR SIS Any MainAlarm (SIS);7456.53999996185;E9
932;2024-04-02 12:35:56.9;2024-04-02 14:40:19.68;Fpr TopBox Fire PreAlarm;7462.77999997139;E9
933;2024-04-02 12:35:56.9;2024-04-02 14:40:19.68;Fpr TopBox Fire MainAlarm;7462.77999997139;E9
5097;2024-04-02 12:35:56.9;2024-04-02 14:40:19.68;AIS SIS Too many operation cycles;7462.77999997139;E9
13;2024-04-02 12:35:56.94;2024-04-02 14:39:59.24;MVL CircuitBreaker CmdOff Muting Active;7442.29999995232;E9
1761;2024-04-02 12:35:56.94;2024-04-02 14:40:19.68;BUS PN MFR CommFlt;7462.74000000954;E9
1531;2024-04-02 12:35:56.94;2024-04-02 14:40:19.68;GPR MFR Profinet Version Error;7462.74000000954;E9
1758;2024-04-02 12:35:56.94;2024-04-02 14:40:19.68;BUS PN BotBox CommFlt;7462.74000000954;E9
1759;2024-04-02 12:35:56.94;2024-04-02 14:40:19.68;BUS PN Topbox CommFlt;7462.74000000954;E9
11;2024-04-02 14:39:57;2024-04-02 14:45:13.36;PLC Reboot active;316.359999895096;E9
1;2024-04-02 14:39:58;2024-04-02 14:40:33.6;PLC Flash CardReading;35.5999999046326;E9
13;2024-04-02 14:39:59.28;2024-04-02 14:46:59.28;MVL CircuitBreaker CmdOff Muting Active;420;E9
10746;2024-04-02 14:39:59.28;2024-04-02 14:39:59.4;Status text not assigned;0.120000123977661;E9
367;2024-04-02 14:39:59.52;2024-04-02 14:46:12.04;nicht definierte Statusmeldung;372.519999980927;E9
300;2024-04-02 14:40:28.36;2024-04-02 14:45:44.44;MCV CirBreaker Open;316.080000162125;E9
4100;2024-04-02 14:40:33.6;2024-04-02 14:40:33.64;HMI parameter value invalid;0.0400002002716064;E9
1201;2024-04-02 14:45:13.36;2024-04-02 14:45:43.88;MCV Class A Fault;30.5200002193451;E9
5184;2024-04-02 14:45:13.36;2024-04-02 14:46:11.88;SIS Yaw HydBrPr Invalid OpC PreAlarm;58.5200002193451;E9
1209;2024-04-02 14:45:13.36;2024-04-02 14:45:46.44;MCV Class C (Service!) Fault;33.0800001621246;E9
5076;2024-04-02 14:45:13.36;2024-04-02 14:46:11.88;YAW SIS Outputs Passivated;58.5200002193451;E9
5171;2024-04-02 14:45:13.36;2024-04-02 14:46:11.88;ROTB SIS SVOutput Passivated;58.5200002193451;E9
5172;2024-04-02 14:45:13.36;2024-04-02 14:48:36.6;SIS RotBr HydTest erforderlich BTF Voralarm;203.240000009537;E9
5033;2024-04-02 14:45:13.36;2024-04-02 14:45:33.64;SIS Vib SenTest Required OpC PreAlarm;20.2800002098083;E9
5125;2024-04-02 14:45:13.36;2024-04-02 14:46:11.88;HMI SIS EmStopInput Passivated;58.5200002193451;E9
5127;2024-04-02 14:45:13.36;2024-04-02 14:46:11.88;HMI SIS ROTB SwitchInput Passivated;58.5200002193451;E9
3;2024-04-02 14:45:13.4;2024-04-02 14:45:25.96;TSC WTG Stop For Grid Disconnection;12.5599999427795;E9
97;2024-04-02 14:45:13.4;2024-04-02 14:46:11.92;SIS Remote Safety-Reset Required;58.5199999809265;E9
1006;2024-04-02 14:45:13.4;2024-04-02 14:46:06.08;HMI Yaw ManualControl;52.6799998283386;E9
1301;2024-04-02 14:45:13.4;2024-04-02 14:45:48.68;Vib SensorTest aktiv;35.2799999713898;E9
4102;2024-04-02 14:45:18.36;2024-04-02 14:51:10.52;HMI SIS WTG local mode active;352.160000085831;E9
6;2024-04-02 14:45:26;2024-04-02 14:46:06.08;HMI WTG Manual Stop;40.0799999237061;E9
99;2024-04-02 14:46:06.12;2024-04-02 14:46:27.36;HMI SIS Manual start req. after SIS alarm;21.2400000095367;E9
431;2024-04-02 14:46:24.8;2024-04-02 14:49:35.76;Yaw HydBrk Test Active;190.960000038147;E9
270;2024-04-02 14:46:24.84;2024-04-02 14:49:35.8;ROTB Test Activ;190.960000038147;E9
5118;2024-04-02 14:46:27.4;2024-04-02 14:49:25.44;SIS Azi HydBrTest erforderlich BTF Voralarm;178.039999961853;E9
1605;2024-04-02 14:48:00.16;2024-04-12 16:31:34.68;nicht definierte Statusmeldung;870214.519999981;E9
0;2024-04-02 14:49:25.48;2024-04-10 10:38:58.64;WTG System ok;676173.160000086;E9
1002;2024-04-08 08:35:06.96;2024-04-08 08:39:23.28;MET Wind Speed LowStartCondition;256.319999933243;E9
1005;2024-04-08 08:37:07;2024-04-08 08:39:23.32;Yaw Wind Speed LowYawEnable;136.319999933243;E9
618;2024-04-08 14:01:47.8;2024-04-08 14:02:10.32;FCIF CommunicationFault Warn;22.5199999809265;E9
1008;2024-04-09 12:45:16.32;2024-04-09 12:45:49.56;PIT Safety test;33.2400000095367;E9
1301;2024-04-09 12:45:50.28;2024-04-09 12:46:25.52;Vib SensorTest aktiv;35.2400000095367;E9
431;2024-04-09 12:45:50.68;2024-04-09 12:49:34.64;Yaw HydBrk Test Active;223.960000038147;E9
270;2024-04-09 12:45:50.72;2024-04-09 12:49:34.68;ROTB Test Activ;223.960000038147;E9
1002;2024-04-10 10:07:02.8;2024-04-10 10:12:32;MET Wind Speed LowStartCondition;329.200000047684;E9
1005;2024-04-10 10:09:02.84;2024-04-10 10:12:32.04;Yaw Wind Speed LowYawEnable;209.200000047684;E9
6;2024-04-10 10:38:58.64;2024-04-10 11:15:50.8;HMI WTG Manual Stop;2212.15999984741;E9
1002;2024-04-10 10:38:58.68;2024-04-10 10:42:35;MET Wind Speed LowStartCondition;216.319999933243;E9
1005;2024-04-10 10:40:58.68;2024-04-10 10:42:35.04;Yaw Wind Speed LowYawEnable;96.3599998950958;E9
1009;2024-04-10 10:45:06.6;2024-04-10 10:45:12.96;Pit Manual mode;6.3600001335144;E9
1009;2024-04-10 10:45:55.36;2024-04-10 10:46:01.36;Pit Manual mode;6;E9
1009;2024-04-10 10:46:06.08;2024-04-10 10:46:11.84;Pit Manual mode;5.75999999046326;E9
5174;2024-04-10 10:46:17.12;2024-04-10 10:53:22.56;SIS RotBr MV1MV3 Nakt SiFa BefAus;425.44000005722;E9
5092;2024-04-10 10:46:17.16;2024-04-10 10:53:22.56;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;425.399999856949;E9
5093;2024-04-10 10:46:17.16;2024-04-10 10:53:22.56;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;425.399999856949;E9
5094;2024-04-10 10:46:17.16;2024-04-10 10:53:22.56;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;425.399999856949;E9
202;2024-04-10 10:46:18.36;2024-04-10 10:53:22.56;ROTB Not Open;424.200000047684;E9
4101;2024-04-10 10:46:19.04;2024-04-10 10:51:55.64;HMI Manipulated State DI DO;336.600000143051;E9
1006;2024-04-10 10:50:29.92;2024-04-10 11:14:29.52;HMI Yaw ManualControl;1439.59999990463;E9
1009;2024-04-10 10:53:39.64;2024-04-10 10:54:17.36;Pit Manual mode;37.7199997901917;E9
1009;2024-04-10 10:54:29.8;2024-04-10 10:54:37.08;Pit Manual mode;7.27999997138977;E9
5174;2024-04-10 10:54:55.24;2024-04-10 10:58:06.72;SIS RotBr MV1MV3 Nakt SiFa BefAus;191.480000019073;E9
5092;2024-04-10 10:54:55.28;2024-04-10 10:58:06.72;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;191.44000005722;E9
5093;2024-04-10 10:54:55.28;2024-04-10 10:58:06.72;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;191.44000005722;E9
5094;2024-04-10 10:54:55.28;2024-04-10 10:58:06.72;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;191.44000005722;E9
202;2024-04-10 10:54:56.4;2024-04-10 10:58:06.72;ROTB Not Open;190.319999933243;E9
4101;2024-04-10 10:54:56.48;2024-04-10 10:56:40.76;HMI Manipulated State DI DO;104.27999997139;E9
1009;2024-04-10 10:58:21.44;2024-04-10 10:58:50.72;Pit Manual mode;29.2799999713898;E9
5174;2024-04-10 10:59:27.28;2024-04-10 11:01:55.76;SIS RotBr MV1MV3 Nakt SiFa BefAus;148.480000019073;E9
5092;2024-04-10 10:59:27.32;2024-04-10 11:01:55.76;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;148.44000005722;E9
5093;2024-04-10 10:59:27.32;2024-04-10 11:01:55.76;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;148.44000005722;E9
5094;2024-04-10 10:59:27.32;2024-04-10 11:01:55.76;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;148.44000005722;E9
4101;2024-04-10 10:59:28.4;2024-04-10 11:01:14;HMI Manipulated State DI DO;105.599999904633;E9
202;2024-04-10 10:59:28.44;2024-04-10 11:01:55.76;ROTB Not Open;147.319999933243;E9
1009;2024-04-10 11:02:11.08;2024-04-10 11:02:23;Pit Manual mode;11.9200000762939;E9
5174;2024-04-10 11:02:33.12;2024-04-10 11:06:35.36;SIS RotBr MV1MV3 Nakt SiFa BefAus;242.240000009537;E9
5092;2024-04-10 11:02:33.16;2024-04-10 11:06:35.36;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;242.199999809265;E9
5093;2024-04-10 11:02:33.16;2024-04-10 11:06:35.36;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;242.199999809265;E9
5094;2024-04-10 11:02:33.16;2024-04-10 11:06:35.36;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;242.199999809265;E9
202;2024-04-10 11:02:34.28;2024-04-10 11:06:35.36;ROTB Not Open;241.079999923706;E9
5049;2024-04-10 11:02:34.48;2024-04-10 11:02:34.52;ROTB SIS SysPr Failure TSC PreAlarm;0.0399999618530273;E9
4101;2024-04-10 11:02:34.52;2024-04-10 11:06:33.44;HMI Manipulated State DI DO;238.920000076294;E9
1009;2024-04-10 11:06:50.28;2024-04-10 11:07:12.6;Pit Manual mode;22.3199999332428;E9
1009;2024-04-10 11:07:31.92;2024-04-10 11:07:44.44;Pit Manual mode;12.5199999809265;E9
5174;2024-04-10 11:08:02.88;2024-04-10 11:10:39.56;SIS RotBr MV1MV3 Nakt SiFa BefAus;156.679999828339;E9
5092;2024-04-10 11:08:02.92;2024-04-10 11:10:39.56;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;156.639999866486;E9
5093;2024-04-10 11:08:02.92;2024-04-10 11:10:39.56;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;156.639999866486;E9
5094;2024-04-10 11:08:02.92;2024-04-10 11:10:39.56;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;156.639999866486;E9
202;2024-04-10 11:08:04.04;2024-04-10 11:10:39.56;ROTB Not Open;155.519999980927;E9
4101;2024-04-10 11:08:04.52;2024-04-10 11:10:37.64;HMI Manipulated State DI DO;153.120000123978;E9
1009;2024-04-10 11:10:54.36;2024-04-10 11:11:26.16;Pit Manual mode;31.8000001907349;E9
5174;2024-04-10 11:11:36.76;2024-04-10 11:14:27.08;SIS RotBr MV1MV3 Nakt SiFa BefAus;170.319999933243;E9
5092;2024-04-10 11:11:36.8;2024-04-10 11:14:27.08;PIT 1 SIS SafetyRun CmdOff SIS neq TSC;170.27999997139;E9
5093;2024-04-10 11:11:36.8;2024-04-10 11:14:27.08;PIT 2 SIS SafetyRun CmdOff SIS neq TSC;170.27999997139;E9
5094;2024-04-10 11:11:36.8;2024-04-10 11:14:27.08;PIT 3 SIS SafetyRun CmdOff SIS neq TSC;170.27999997139;E9
202;2024-04-10 11:11:37.92;2024-04-10 11:14:27.08;ROTB Not Open;169.159999847412;E9
5049;2024-04-10 11:11:38.12;2024-04-10 11:11:38.16;ROTB SIS SysPr Failure TSC PreAlarm;0.0400002002716064;E9
4101;2024-04-10 11:11:38.36;2024-04-10 11:14:24.68;HMI Manipulated State DI DO;166.320000171661;E9
0;2024-04-10 11:15:50.84;2024-04-15 13:32:12.03;WTG System ok;440181.190000057;E9
1002;2024-04-11 15:37:36.52;2024-04-11 15:45:38.28;MET Wind Speed LowStartCondition;481.759999990463;E9
1005;2024-04-11 15:39:36.56;2024-04-11 15:45:38.32;Yaw Wind Speed LowYawEnable;361.759999990463;E9
1002;2024-04-11 16:03:07.32;2024-04-11 16:08:59;MET Wind Speed LowStartCondition;351.680000066757;E9
1005;2024-04-11 16:05:07.36;2024-04-11 16:08:59.04;Yaw Wind Speed LowYawEnable;231.680000066757;E9
1002;2024-04-11 16:50:38.68;2024-04-11 16:56:02;MET Wind Speed LowStartCondition;323.319999933243;E9
1005;2024-04-11 16:52:38.72;2024-04-11 16:56:02.04;Yaw Wind Speed LowYawEnable;203.319999933243;E9
1002;2024-04-11 17:26:40.4;2024-04-11 17:29:38;MET Wind Speed LowStartCondition;177.599999904633;E9
1005;2024-04-11 17:28:40.44;2024-04-11 17:29:38.04;Yaw Wind Speed LowYawEnable;57.5999999046326;E9
1002;2024-04-11 17:39:48.28;2024-04-11 18:08:14;MET Wind Speed LowStartCondition;1705.72000002861;E9
1005;2024-04-11 17:41:48.32;2024-04-11 18:08:14.04;Yaw Wind Speed LowYawEnable;1585.72000002861;E9
1002;2024-04-11 18:18:35.52;2024-04-11 19:20:29;MET Wind Speed LowStartCondition;3713.48000001907;E9
1005;2024-04-11 18:20:35.56;2024-04-11 19:20:29.04;Yaw Wind Speed LowYawEnable;3593.48000001907;E9
1002;2024-04-11 19:30:45.28;2024-04-11 22:36:05.28;MET Wind Speed LowStartCondition;11120;E9
1005;2024-04-11 19:32:45.32;2024-04-11 22:36:05.32;Yaw Wind Speed LowYawEnable;11000;E9
1002;2024-04-11 22:58:30.88;2024-04-11 23:22:53.28;MET Wind Speed LowStartCondition;1462.39999985695;E9
1005;2024-04-11 23:00:30.92;2024-04-11 23:22:53.32;Yaw Wind Speed LowYawEnable;1342.39999985695;E9
1002;2024-04-11 23:48:46.08;2024-04-12 00:10:20;MET Wind Speed LowStartCondition;1293.92000007629;E9
1005;2024-04-11 23:50:46.12;2024-04-12 00:10:20.04;Yaw Wind Speed LowYawEnable;1173.92000007629;E9
1002;2024-04-12 09:46:20.6;2024-04-12 10:03:05;MET Wind Speed LowStartCondition;1004.40000009537;E9
1005;2024-04-12 09:48:20.64;2024-04-12 10:03:05.04;Yaw Wind Speed LowYawEnable;884.399999856949;E9
1002;2024-04-12 15:52:22.8;2024-04-12 15:56:02;MET Wind Speed LowStartCondition;219.200000047684;E9
1005;2024-04-12 15:54:22.84;2024-04-12 15:56:02.04;Yaw Wind Speed LowYawEnable;99.2000000476837;E9
1606;2024-04-12 16:31:34.68;2024-04-12 16:38:35.8;nicht definierte Statusmeldung;421.119999885559;E9
1605;2024-04-12 16:38:35.8;2024-04-12 16:39:35.96;nicht definierte Statusmeldung;60.1600000858307;E9
614;2024-04-12 16:39:35.96;2024-04-12 16:40:36.12;PLC TimeSynchronisation failed (P26.04);60.1599998474121;E9
1605;2024-04-12 16:40:36.12;2024-04-12 16:43:17.71;nicht definierte Statusmeldung;161.590000152588;E9
1581;2024-04-12 16:42:58.07;2024-04-12 16:42:59.15;PLC TimeStep;1.08000016212463;E9
614;2024-04-12 16:43:17.71;2024-04-12 16:48:18.51;PLC TimeSynchronisation failed (P26.04);300.799999952316;E9
1002;2024-04-12 17:20:56.23;2024-04-12 17:26:01.71;MET Wind Speed LowStartCondition;305.480000019073;E9
1005;2024-04-12 17:22:56.27;2024-04-12 17:26:01.75;Yaw Wind Speed LowYawEnable;185.480000019073;E9
1002;2024-04-14 07:51:42.63;2024-04-14 07:54:43.03;MET Wind Speed LowStartCondition;180.399999856949;E9
1005;2024-04-14 07:53:42.67;2024-04-14 07:54:43.07;Yaw Wind Speed LowYawEnable;60.3999998569489;E9
1002;2024-04-14 13:49:27.47;2024-04-14 13:54:22.03;MET Wind Speed LowStartCondition;294.55999994278;E9
1005;2024-04-14 13:51:27.51;2024-04-14 13:54:22.07;Yaw Wind Speed LowYawEnable;174.55999994278;E9
1002;2024-04-14 14:04:32.31;2024-04-14 14:12:10.03;MET Wind Speed LowStartCondition;457.72000002861;E9
1005;2024-04-14 14:06:32.35;2024-04-14 14:12:10.07;Yaw Wind Speed LowYawEnable;337.72000002861;E9
1002;2024-04-14 14:22:20.31;2024-04-14 14:37:31.03;MET Wind Speed LowStartCondition;910.72000002861;E9
1005;2024-04-14 14:24:20.35;2024-04-14 14:37:31.07;Yaw Wind Speed LowYawEnable;790.72000002861;E9
1002;2024-04-14 14:59:05.43;2024-04-14 15:04:52.03;MET Wind Speed LowStartCondition;346.599999904633;E9
1005;2024-04-14 15:01:05.47;2024-04-14 15:04:52.07;Yaw Wind Speed LowYawEnable;226.599999904633;E9
1002;2024-04-14 15:56:36.83;2024-04-14 16:06:07.03;MET Wind Speed LowStartCondition;570.200000047684;E9
1005;2024-04-14 15:58:36.87;2024-04-14 16:06:07.07;Yaw Wind Speed LowYawEnable;450.200000047684;E9
1002;2024-04-14 16:16:31.07;2024-04-14 17:00:04.03;MET Wind Speed LowStartCondition;2612.96000003815;E9
1005;2024-04-14 16:18:31.11;2024-04-14 17:00:04.07;Yaw Wind Speed LowYawEnable;2492.96000003815;E9
1000;2024-04-15 13:32:12.03;2024-04-15 13:34:42.03;MET Wind SpeedH/StormDisconnect;150;E9
1301;2024-04-15 13:32:36.79;2024-04-15 13:33:12.03;Vib SensorTest aktiv;35.2400000095367;E9
0;2024-04-15 13:34:42.07;2024-04-15 13:39:16.35;WTG System ok;274.27999997139;E9
431;2024-04-15 13:34:42.15;2024-04-15 13:38:01.71;Yaw HydBrk Test Active;199.55999994278;E9
270;2024-04-15 13:34:42.19;2024-04-15 13:38:01.75;ROTB Test Activ;199.55999994278;E9
1001;2024-04-15 13:39:16.35;2024-04-15 13:42:42.03;MET Wind SpeedH/StormDisconnect Peak;205.680000066757;E9
1000;2024-04-15 13:40:12.03;2024-04-15 13:42:42.03;MET Wind SpeedH/StormDisconnect;150;E9
0;2024-04-15 13:42:42.07;2024-04-18 12:51:53.11;WTG System ok;256151.039999962;E9
497;2024-04-16 13:40:39.27;2024-04-16 13:41:30.43;Yaw Restrained System;51.1600000858307;E9
1002;2024-04-17 22:33:58.99;2024-04-17 23:27:10.03;MET Wind Speed LowStartCondition;3191.03999996185;E9
1005;2024-04-17 22:35:59.03;2024-04-17 23:27:10.07;Yaw Wind Speed LowYawEnable;3071.03999996185;E9
1002;2024-04-18 00:30:24.23;2024-04-18 00:35:07.03;MET Wind Speed LowStartCondition;282.799999952316;E9
1005;2024-04-18 00:32:24.27;2024-04-18 00:35:07.07;Yaw Wind Speed LowYawEnable;162.799999952316;E9
1002;2024-04-18 00:45:17.27;2024-04-18 01:49:10.03;MET Wind Speed LowStartCondition;3832.75999999046;E9
1005;2024-04-18 00:47:17.31;2024-04-18 01:49:10.07;Yaw Wind Speed LowYawEnable;3712.75999999046;E9
6;2024-04-18 12:51:53.11;2024-04-18 15:07:32.31;HMI WTG Manual Stop;8139.20000004768;E9
1006;2024-04-18 13:08:45.99;2024-04-18 15:07:32.31;HMI Yaw ManualControl;7126.31999993324;E9
431;2024-04-18 13:08:46.03;2024-04-18 13:12:27.31;Yaw HydBrk Test Active;221.27999997139;E9
270;2024-04-18 13:08:46.07;2024-04-18 13:12:27.35;ROTB Test Activ;221.27999997139;E9
4102;2024-04-18 13:08:50.95;2024-04-18 15:07:33.35;HMI SIS WTG local mode active;7122.39999985695;E9
1002;2024-04-18 13:32:52.03;2024-04-18 13:38:16.03;MET Wind Speed LowStartCondition;324;E9
1005;2024-04-18 13:34:52.07;2024-04-18 13:38:16.07;Yaw Wind Speed LowYawEnable;204;E9
1002;2024-04-18 14:35:49.03;2024-04-18 14:51:55.03;MET Wind Speed LowStartCondition;966;E9
1005;2024-04-18 14:37:49.07;2024-04-18 14:51:55.07;Yaw Wind Speed LowYawEnable;846;E9
1002;2024-04-18 15:00:37.03;2024-04-18 15:46:01.03;MET Wind Speed LowStartCondition;2724;E9
1005;2024-04-18 15:02:37.07;2024-04-18 15:46:01.07;Yaw Wind Speed LowYawEnable;2604;E9
0;2024-04-18 15:07:32.35;2024-04-22 10:39:35.75;WTG System ok;329523.400000095;E9
1002;2024-04-18 16:17:17.99;2024-04-18 16:26:49.03;MET Wind Speed LowStartCondition;571.039999961853;E9
1005;2024-04-18 16:19:18.03;2024-04-18 16:26:49.07;Yaw Wind Speed LowYawEnable;451.039999961853;E9
1002;2024-04-18 16:57:49.31;2024-04-18 17:08:40.03;MET Wind Speed LowStartCondition;650.72000002861;E9
1005;2024-04-18 16:59:49.35;2024-04-18 17:08:40.07;Yaw Wind Speed LowYawEnable;530.72000002861;E9
1008;2024-04-21 07:22:11.87;2024-04-21 07:22:48.83;PIT Safety test;36.960000038147;E9
431;2024-04-21 07:22:49.95;2024-04-21 07:26:24.63;Yaw HydBrk Test Active;214.680000066757;E9
270;2024-04-21 07:22:49.99;2024-04-21 07:26:24.67;ROTB Test Activ;214.680000066757;E9
615;2024-04-22 10:39:35.75;2024-04-22 10:40:07.67;FCIF WTG ExternalCutOut;31.9200000762939;E9
0;2024-04-22 10:40:07.71;2024-04-22 10:40:08.67;WTG System ok;0.960000038146973;E9
615;2024-04-22 10:40:08.67;2024-04-22 10:40:24.07;FCIF WTG ExternalCutOut;15.3999998569489;E9
1008;2024-04-22 10:40:13.99;2024-04-22 10:40:19.79;PIT Safety test;5.79999995231628;E9
1301;2024-04-22 10:40:20.55;2024-04-22 10:40:55.83;Vib SensorTest aktiv;35.2799999713898;E9
0;2024-04-22 10:40:24.11;2024-04-22 10:54:51.23;WTG System ok;867.120000123978;E9
615;2024-04-22 10:54:51.23;2024-04-22 10:55:22.79;FCIF WTG ExternalCutOut;31.5599999427795;E9
0;2024-04-22 10:55:22.83;2024-04-22 10:55:23.79;WTG System ok;0.960000038146973;E9
615;2024-04-22 10:55:23.79;2024-04-22 10:59:49.75;FCIF WTG ExternalCutOut;265.960000038147;E9
0;2024-04-22 10:59:49.79;2024-04-25 08:39:27.99;WTG System ok;250778.200000048;E9
1002;2024-04-25 04:52:21.39;2024-04-25 04:55:10.03;MET Wind Speed LowStartCondition;168.639999866486;E9
1005;2024-04-25 04:54:21.43;2024-04-25 04:55:10.07;Yaw Wind Speed LowYawEnable;48.6399998664856;E9
1002;2024-04-25 06:27:47.39;2024-04-25 06:37:19.03;MET Wind Speed LowStartCondition;571.639999866486;E9
1005;2024-04-25 06:29:47.43;2024-04-25 06:37:19.07;Yaw Wind Speed LowYawEnable;451.639999866486;E9
1002;2024-04-25 06:47:58.91;2024-04-25 06:55:49.03;MET Wind Speed LowStartCondition;470.119999885559;E9
1005;2024-04-25 06:49:58.95;2024-04-25 06:55:49.07;Yaw Wind Speed LowYawEnable;350.119999885559;E9
6;2024-04-25 08:39:27.99;2024-04-25 09:33:27.95;HMI WTG Manual Stop;3239.96000003815;E9
1006;2024-04-25 08:39:41.51;2024-04-25 09:33:19.75;HMI Yaw ManualControl;3218.24000000954;E9
4102;2024-04-25 08:39:46.47;2024-04-25 09:33:19.71;HMI SIS WTG local mode active;3213.24000000954;E9
431;2024-04-25 08:40:03.71;2024-04-25 08:43:31.59;Yaw HydBrk Test Active;207.879999876022;E9
270;2024-04-25 08:40:03.75;2024-04-25 08:43:31.63;ROTB Test Activ;207.880000114441;E9
